expand	expanded	V;PST
search	search	N;SG
engine	engine	N;SG
e-mail	e-mail	N;SG
wares	wares	N;PL
fledged	fledged	ADJ
operating	operating	N;SG
system	system	N;SG
way	way	N;SG
else	else	ADJ
little	little	ADJ
nostalgic	nostalgic	N;SG
day	days	N;PL
good	good	ADJ
thing	thing	N;SG
post	post	N;SG
argue	argues	3;V;SG;PRS
rush	rush	N;SG
ubiquity	ubiquity	N;SG
backfire	backfire	V;NFIN
hear	heard	V;PST;V.PTCP
put	put	V;PST;V.PTCP
nice	nice	ADJ
use	use	V;NFIN
own	own	V;NFIN
money	money	N;SG
maker	maker	N;SG
stay	staying	V;PRS;V.PTCP
stock	stock	N;SG
doubt	doubt	V;NFIN
few	few	ADJ
read	read	V;NFIN
blog	blog	N;SG
come	come	V;PST;V.PTCP
figure	figured	V;PST
put	put	V;NFIN
excellent	excellent	ADJ
slide	slide	N;SG
show	show	N;SG
find	found	V;PST;V.PTCP
fight	fought	V;PST;V.PTCP
click	Click	V;IMP
view	view	V;NFIN
make	makes	3;V;SG;PRS
observation	observations	N;PL
pic'	pic's	N;PL
picture	pictures	N;PL
show	shows	3;V;SG;PRS
flag	flag	N;SG
next	next	ADJ
take	took	V;PST
screenshot	screenshots	N;PL
beheading	beheading	N;SG
video'	video's	N;PL
compare	Compare	V;IMP
flag	flags	N;PL
one	one	N;SG
have	have	V;NFIN
see	see	V;NFIN
slide	slides	N;PL
amazing	amazing	ADJ
operation	operation	N;SG
turn	turn	V;NFIN
important	important	ADJ
do	done	V;PST;V.PTCP
military	Military	N;SG
end	end	N;SG
war	war	N;SG
let	Let	V;IMP
join	join	V;NFIN
chorus	chorus	N;SG
annoyance	annoyance	N;SG
new	new	ADJ
toolbar	toolbar	N;SG
note	noted	V;PST;V.PTCP
link	linked	V;PST;V.PTCP
article	article	N;SG
commit	commits	3;V;SG;PRS
sin	sin	N;SG
online	online	ADJ
marketer	marketer	N;SG
commit	commit	V;NFIN
one	ones	N;PL
fond	fond	ADJ
hate	hates	3;V;SG;PRS
privacy	privacy	N;SG
argument	argument	N;SG
need	need	V;NFIN
site	site	N;SG
opt	opt	V;NFIN
share	sharing	V;PRS;V.PTCP
information	information	N;SG
send	send	V;NFIN
stuff	stuff	N;SG
account	account	N;SG
wonder	wonder	N;SG
wonder	wonders	N;PL
worried	worried	ADJ
forward	forward	V;NFIN
excerpt	excerpt	N;SG
store	store	V;NFIN
much	much	ADJ
time	time	N;SG
hand	hands	N;PL
bad	bad	ADJ
news	news	N;SG
other	other	ADJ
hand	hand	N;SG
look	looks	3;V;SG;PRS
cool	cool	ADJ
say	says	3;V;SG;PRS
create	creating	V;PRS;V.PTCP
nuclear	nuclear	ADJ
energy	energy	N;SG
want	wanting	V;PRS;V.PTCP
weapon	weapons	N;PL
believe	believe	V;NFIN
iranian	Iranian	ADJ
government	Government	N;SG
suspect	suspect	V;NFIN
be	is	3;V;SG;PRS
proof	proof	N;SG
read	read	V;PST
article	Article	N;SG
accuse	accusing	V;PRS;V.PTCP
willing	willing	ADJ
start	start	V;NFIN
sympathise	sympathise	V;NFIN
nasty	nasty	ADJ
connection	connection	N;SG
anti-proliferation	anti-proliferation	N;SG
treaty	treaty	N;SG
say	said	V;PST;V.PTCP
like	like	V;NFIN
wipe	wiped	V;PST;V.PTCP
map	map	N;SG
begin	begin	V;NFIN
try	try	V;NFIN
insist	insisted	V;PST;V.PTCP
want	wants	3;V;SG;PRS
power	power	N;SG
peaceful	peaceful	ADJ
purpose	purposes	N;PL
many	Many	ADJ
people	people	N;PL
want	want	V;NFIN
diplomacy	diplomacy	N;SG
military	military	ADJ
pressure	pressure	N;SG
work	work	V;NFIN
reader	reader	N;SG
point	pointed	V;PST
watch	watched	V;PST
embassy	embassy	N;SG
hostage	hostage	N;SG
deny	denied	V;PST;V.PTCP
prove	prove	V;NFIN
seem	seem	V;NFIN
make	make	V;NFIN
statement	statements	N;PL
hide	hide	V;NFIN
lack	lack	N;SG
angry	Angry	ADJ
crowd	crowds	N;PL
chant	chanted	V;PST
anti-american	anti-American	ADJ
slogan	slogans	N;PL
western	western	ADJ
city	city	N;SG
pop.	pop.	N;SG
security	security	N;SG
police	police	N;PL
kill	killed	V;PST;V.PTCP
friendly	friendly	ADJ
fire	fire	N;SG
incident	incident	N;SG
troops	troops	N;PL
bury	buried	V;PST;V.PTCP
report	reported	V;PST
sunni	Sunni	ADJ
cleric	clerics	N;PL
town	town	N;SG
issue	issued	V;PST
declaration	Declaration	N;SG
condemn	condemning	V;PRS;V.PTCP
death	deaths	N;PL
guard	guards	N;PL
announce	announcing	V;PRS;V.PTCP
mourning	mourning	N;SG
call	calling	V;PRS;V.PTCP
general	general	ADJ
strike	strike	N;SG
today	today	N;SG
condemn	condemn	V;NFIN
massacre	massacre	N;SG
commit	committed	V;PST;V.PTCP
dedicated	dedicated	ADJ
protection	protection	N;SG
aggressive	aggressive	ADJ
american	American	ADJ
leader	leaders	N;PL
soldier	soldiers	N;PL
know	know	V;NFIN
capable	capable	ADJ
protect	protecting	V;PRS;V.PTCP
safety	safety	N;SG
ask	ask	V;NFIN
lift	lift	V;NFIN
demand	demanded	V;PST
talk	talks	N;PL
local	local	ADJ
commander	commanders	N;PL
roil	roiled	V;PST;V.PTCP
tense	tense	ADJ
relation	relations	N;PL
remain	remain	V;NFIN
committed	committed	ADJ
arab	Arab	ADJ
nationalism	nationalism	N;SG
become	become	V;PST;V.PTCP
fundamentalist	fundamentalists	N;PL
radical	radicals	N;PL
city	Cities	N;PL
such	such	ADJ
receive	received	V;PST
special	special	ADJ
treatment	treatment	N;SG
enjoy	enjoyed	V;PST
disproportionate	disproportionate	ADJ
share	share	N;SG
country	country	N;SG
wealth	wealth	N;SG
advent	advent	N;SG
imply	implies	3;V;SG;PRS
demotion	demotion	N;SG
elevation	elevation	N;SG
refuse	refuse	V;NFIN
go	go	V;NFIN
see	See	V;IMP
announce	announced	V;PST
ruling	ruling	N;SG
divide	divided	V;PST;V.PTCP
idelogical	idelogical	ADJ
line	lines	N;PL
abstain	abstaining	V;PRS;V.PTCP
involvement	involvement	N;SG
level	level	N;SG
join	joining	V;PRS;V.PTCP
liberal	liberals	N;PL
decision	decision	N;SG
page	pages	N;PL
long	long	ADJ
actual	actual	ADJ
vote	vote	N;SG
confusing	confusing	ADJ
stay	Stay	V;IMP
deliver	delivered	V;PST
opinion	opinion	N;SG
court	Court	N;SG
respect	respect	N;SG
part	Parts	N;PL
d	D	N;SG
join	joined	V;PST
breyer	BREYER	N;PL
file	filed	V;PST
concur	concurring	V;PRS;V.PTCP
part	part	N;SG
dissent	dissenting	V;PRS;V.PTCP
c	C	N;SG
b	B	N;SG
take	take	V;NFIN
while	while	N;SG
whole	whole	ADJ
agree	agree	V;NFIN
post	post	V;NFIN
highlight	highlights	N;PL
dissent	dissents	N;PL
finished	finished	ADJ
important	Important	ADJ
miniscule	miniscule	ADJ
calibration	calibrations	N;PL
marriage	marriage	N;SG
amendment	amendment	N;SG
anti-gay	anti-gay	ADJ
update	update	N;SG
gay	gays	N;PL
bedroom	bedroom	N;SG
altar	altar	N;SG
relationship	relationships	N;PL
frown	frowned	V;PST;V.PTCP
exclude	excluded	V;PST;V.PTCP
push	pushed	V;PST;V.PTCP
front	front	ADJ
a	A	N;SG
section	section	N;SG
have	had	V;PST
report	report	N;SG
symptomatic	symptomatic	ADJ
suppose	suppose	V;NFIN
fast	fast	ADJ
pace	paced	V;PST;V.PTCP
hour	hour	N;SG
cycle	cycle	N;SG
life	lives	N;PL
biggest	biggest	ADJ;SPRL
short	short	ADJ
term	term	N;SG
humanitarian	humanitarian	ADJ
crisis	crisis	N;SG
world	world	N;SG
eclipse	eclipsed	V;PST;V.PTCP
whirlwind	whirlwind	N;SG
tour	tour	N;SG
newspaper	newspapers	N;PL
disappointing	disappointing	ADJ
troubling	troubling	ADJ
fact	fact	N;SG
political	political	ADJ
will	will	N;SG
end	end	V;NFIN
express	expressed	V;PST;V.PTCP
week	weeks	N;PL
seem	seems	3;V;SG;PRS
ebb	ebbed	V;PST;V.PTCP
step	steps	N;PL
take	taken	V;PST;V.PTCP
ethnic	ethnic	ADJ
violence	violence	N;SG
hour	hours	N;PL
continue	continues	3;V;SG;PRS
task	task	N;SG
keep	keeping	V;PRS;V.PTCP
peace	peace	N;SG
pledge	pledging	V;PRS;V.PTCP
area	area	N;SG
accord	according	V;PRS;V.PTCP
analyst	analysts	N;PL
international	international	ADJ
donor	donors	N;PL
give	given	V;PST;V.PTCP
half	half	N;SG
relief	relief	N;SG
aid	aid	N;SG
need	needs	3;V;SG;PRS
official	officials	N;PL
be	are	V;NFIN
dazzling	dazzling	ADJ
display	display	N;SG
situation	situation	N;SG
ground	ground	N;SG
appear	appears	3;V;SG;PRS
unchanged	unchanged	ADJ
give	giving	V;PRS;V.PTCP
move	move	N;SG
worry	worries	3;V;SG;PRS
usual	usual	ADJ
justification	justification	N;SG
most	most	ADJ;SPRL
be	was	3;V;SG;PST
compound	compounding	V;PRS;V.PTCP
value	value	N;SG
fortune	fortune	N;SG
high	high	ADJ
rate	rate	N;SG
gift	gifts	N;PL
mean	mean	V;NFIN
less	less	ADJ
foundation	foundation	N;SG
hard	hard	ADJ
parse	parse	V;NFIN
point	point	N;SG
ostensible	ostensible	ADJ
view	view	N;SG
redistributor	redistributors	N;PL
possible	possible	ADJ
sound	sounds	3;V;SG;PRS
go	going	V;PRS;V.PTCP
die	die	V;NFIN
assume	assume	V;NFIN
reason	reason	N;SG
grow	grow	V;NFIN
justify	justify	V;NFIN
charity	charity	N;SG
policy	policy	N;SG
sure	sure	ADJ
market	market	N;SG
react	react	V;NFIN
change	change	V;NFIN
company	company	N;SG
intrinsic	intrinsic	ADJ
worth	worth	N;SG
note	notes	3;V;SG;PRS
add	added	V;PST;V.PTCP
major	major	ADJ
index	index	N;SG
share	shares	N;PL
get	get	V;NFIN
liquid	liquid	ADJ
statement	statement	N;SG
overpriced	overpriced	ADJ
guy	guy	N;SG
know	knows	3;V;SG;PRS
happen	happens	3;V;SG;PRS
best	best	ADJ;SPRL
investor	investor	N;SG
last	last	ADJ
century	century	N;SG
invest	invests	3;V;SG;PRS
medical	medical	ADJ
research	research	N;SG
education	education	N;SG
mean	means	3;V;SG;PRS
donate	donating	V;PRS;V.PTCP
add	adds	3;V;SG;PRS
tremendous	tremendous	ADJ
compare	compared	V;PST;V.PTCP
year	years	N;PL
die	dying	V;PRS;V.PTCP
malaria	malaria	N;SG
dead	dead	ADJ
number	number	N;SG
year	year	N;SG
decrease	decrease	V;NFIN
gone	gone	ADJ
mention	mentions	3;V;SG;PRS
